message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,624176])";"30";"turtlesim3.sim";"1696262639.834853538";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,624176])";"30";"turtlesim2.sim";"1696262639.826119474";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,624176])";"30";"turtlesim1.sim";"1696262639.819778131";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,622973])";"30";"turtlesim3.sim";"1696262639.818362063";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,622973])";"30";"turtlesim2.sim";"1696262639.810033710";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,622973])";"30";"turtlesim1.sim";"1696262639.803676738";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,621770])";"30";"turtlesim3.sim";"1696262639.802447891";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,621770])";"30";"turtlesim2.sim";"1696262639.793183632";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,621770])";"30";"turtlesim1.sim";"1696262639.788271882";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,620568])";"30";"turtlesim3.sim";"1696262639.786521377";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,620568])";"30";"turtlesim2.sim";"1696262639.777484514";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,620568])";"30";"turtlesim1.sim";"1696262639.771767202";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,619365])";"30";"turtlesim3.sim";"1696262639.770383886";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,619365])";"30";"turtlesim2.sim";"1696262639.761459615";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,619365])";"30";"turtlesim1.sim";"1696262639.755653176";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,618162])";"30";"turtlesim3.sim";"1696262639.754506684";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,618162])";"30";"turtlesim2.sim";"1696262639.746008192";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,618162])";"30";"turtlesim1.sim";"1696262639.739504294";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,616960])";"30";"turtlesim3.sim";"1696262639.738721374";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,616960])";"30";"turtlesim2.sim";"1696262639.729760895";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,616960])";"30";"turtlesim1.sim";"1696262639.724396516";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,615757])";"30";"turtlesim3.sim";"1696262639.722771115";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,615757])";"30";"turtlesim2.sim";"1696262639.713730335";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,615757])";"30";"turtlesim1.sim";"1696262639.707749188";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,614554])";"30";"turtlesim3.sim";"1696262639.706961780";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,614554])";"30";"turtlesim2.sim";"1696262639.697566134";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,614554])";"30";"turtlesim1.sim";"1696262639.691990970";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,613352])";"30";"turtlesim3.sim";"1696262639.691115727";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,613352])";"30";"turtlesim2.sim";"1696262639.681547487";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,613352])";"30";"turtlesim1.sim";"1696262639.675455081";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,612149])";"30";"turtlesim3.sim";"1696262639.674289984";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,612149])";"30";"turtlesim2.sim";"1696262639.665276285";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,612149])";"30";"turtlesim1.sim";"1696262639.660001033";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,610946])";"30";"turtlesim3.sim";"1696262639.658439692";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,610946])";"30";"turtlesim2.sim";"1696262639.650104126";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,610946])";"30";"turtlesim1.sim";"1696262639.643939084";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,609744])";"30";"turtlesim3.sim";"1696262639.643164250";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,609744])";"30";"turtlesim2.sim";"1696262639.633852792";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,609744])";"30";"turtlesim1.sim";"1696262639.627647715";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,608541])";"30";"turtlesim3.sim";"1696262639.626592163";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,608541])";"30";"turtlesim2.sim";"1696262639.617834876";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,608541])";"30";"turtlesim1.sim";"1696262639.611340095";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,607338])";"30";"turtlesim3.sim";"1696262639.610974980";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,607338])";"30";"turtlesim2.sim";"1696262639.601832188";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,607338])";"30";"turtlesim1.sim";"1696262639.596080121";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,606136])";"30";"turtlesim3.sim";"1696262639.595125900";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,606136])";"30";"turtlesim2.sim";"1696262639.585755712";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,606136])";"30";"turtlesim1.sim";"1696262639.579978949";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,604933])";"30";"turtlesim3.sim";"1696262639.578497799";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,604933])";"30";"turtlesim2.sim";"1696262639.570204051";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,604933])";"30";"turtlesim1.sim";"1696262639.563783549";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,603730])";"30";"turtlesim3.sim";"1696262639.562856389";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,603730])";"30";"turtlesim2.sim";"1696262639.553239207";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,603730])";"30";"turtlesim1.sim";"1696262639.547468585";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,602528])";"30";"turtlesim3.sim";"1696262639.546405420";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,602528])";"30";"turtlesim2.sim";"1696262639.538101683";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,602528])";"30";"turtlesim1.sim";"1696262639.531761392";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,601325])";"30";"turtlesim3.sim";"1696262639.530807071";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,601325])";"30";"turtlesim2.sim";"1696262639.522116859";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,601325])";"30";"turtlesim1.sim";"1696262639.515487045";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,600122])";"30";"turtlesim3.sim";"1696262639.515205446";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,600122])";"30";"turtlesim2.sim";"1696262639.505738176";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,600122])";"30";"turtlesim1.sim";"1696262639.499603451";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,598920])";"30";"turtlesim3.sim";"1696262639.498855787";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,598920])";"30";"turtlesim2.sim";"1696262639.489823183";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,598920])";"30";"turtlesim1.sim";"1696262639.483267898";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,597717])";"30";"turtlesim3.sim";"1696262639.482580157";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,597717])";"30";"turtlesim2.sim";"1696262639.474002817";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,597717])";"30";"turtlesim1.sim";"1696262639.467259891";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,596514])";"30";"turtlesim3.sim";"1696262639.467095031";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,596514])";"30";"turtlesim2.sim";"1696262639.457786198";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,596514])";"30";"turtlesim1.sim";"1696262639.452085728";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,595311])";"30";"turtlesim3.sim";"1696262639.450749710";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,595311])";"30";"turtlesim2.sim";"1696262639.441303119";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,595311])";"30";"turtlesim1.sim";"1696262639.436045520";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,594109])";"30";"turtlesim3.sim";"1696262639.434588275";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,594109])";"30";"turtlesim2.sim";"1696262639.425821319";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,594109])";"30";"turtlesim1.sim";"1696262639.420096573";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,592906])";"30";"turtlesim3.sim";"1696262639.418670947";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,592906])";"30";"turtlesim2.sim";"1696262639.410107423";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,592906])";"30";"turtlesim1.sim";"1696262639.404055203";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,591703])";"30";"turtlesim3.sim";"1696262639.403231978";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,591703])";"30";"turtlesim2.sim";"1696262639.393285287";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,591703])";"30";"turtlesim1.sim";"1696262639.387881845";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,590501])";"30";"turtlesim3.sim";"1696262639.386840390";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,590501])";"30";"turtlesim2.sim";"1696262639.378014303";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,590501])";"30";"turtlesim1.sim";"1696262639.371825767";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,589298])";"30";"turtlesim3.sim";"1696262639.370528021";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,589298])";"30";"turtlesim2.sim";"1696262639.361853459";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,589298])";"30";"turtlesim1.sim";"1696262639.355756775";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,588095])";"30";"turtlesim3.sim";"1696262639.354668152";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,588095])";"30";"turtlesim2.sim";"1696262639.345915272";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,588095])";"30";"turtlesim1.sim";"1696262639.340150401";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,586893])";"30";"turtlesim3.sim";"1696262639.338336616";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,586893])";"30";"turtlesim2.sim";"1696262639.329657055";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,586893])";"30";"turtlesim1.sim";"1696262639.323965822";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,585690])";"30";"turtlesim3.sim";"1696262639.322298843";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,585690])";"30";"turtlesim2.sim";"1696262639.313849734";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,585690])";"30";"turtlesim1.sim";"1696262639.307897471";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,584487])";"30";"turtlesim3.sim";"1696262639.306381215";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,584487])";"30";"turtlesim2.sim";"1696262639.297333252";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,584487])";"30";"turtlesim1.sim";"1696262639.291757506";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,583285])";"30";"turtlesim3.sim";"1696262639.290454520";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,583285])";"30";"turtlesim2.sim";"1696262639.281870898";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,583285])";"30";"turtlesim1.sim";"1696262639.275713631";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,582082])";"30";"turtlesim3.sim";"1696262639.274518638";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,582082])";"30";"turtlesim2.sim";"1696262639.265614795";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,582082])";"30";"turtlesim1.sim";"1696262639.259627697";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,580879])";"30";"turtlesim3.sim";"1696262639.258564010";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,580879])";"30";"turtlesim2.sim";"1696262639.249218989";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,580879])";"30";"turtlesim1.sim";"1696262639.244099860";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,579677])";"30";"turtlesim3.sim";"1696262639.242565851";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,579677])";"30";"turtlesim2.sim";"1696262639.233956631";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,579677])";"30";"turtlesim1.sim";"1696262639.227615378";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,578474])";"30";"turtlesim3.sim";"1696262639.227112394";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,578474])";"30";"turtlesim2.sim";"1696262639.217889072";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,578474])";"30";"turtlesim1.sim";"1696262639.212266929";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,577271])";"30";"turtlesim3.sim";"1696262639.210904341";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,577271])";"30";"turtlesim2.sim";"1696262639.201883208";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,577271])";"30";"turtlesim1.sim";"1696262639.196013521";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,576069])";"30";"turtlesim3.sim";"1696262639.194951377";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,576069])";"30";"turtlesim2.sim";"1696262639.185930815";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,576069])";"30";"turtlesim1.sim";"1696262639.179904734";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,574866])";"30";"turtlesim3.sim";"1696262639.178631223";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,574866])";"30";"turtlesim2.sim";"1696262639.169977219";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,574866])";"30";"turtlesim1.sim";"1696262639.163695889";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,573663])";"30";"turtlesim3.sim";"1696262639.162469487";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,573663])";"30";"turtlesim2.sim";"1696262639.154032381";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,031977, y=5,573663])";"30";"turtlesim1.sim";"1696262639.147604104";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
